ARTIST_ID,ARTIST_MDA,START_LETTER
5645,"Kogout, Nikolai",K
10838,"Koh, Terence",K
1429,"Kohn, Misch",K
1430,"Kokoschka, Oskar",K
2209,"Kolár, Jirí",K
12618,"Kolárová, Bela",K
1431,"Kolíbal, Stanislav",K
10345,"Koller, Július",K
15101,"Komatsu, André",K
14424,"Komura, Kiyohiko",K
1432,"Konzal, Joseph",K
10562,"Koo, Jeong-A",K
1433,"Kooning, Willem de",K
2368,"Koons, Jeff",K
1434,"Koppel, Heinz",K
10328,"Kopystiansky, Igor",K
10329,"Kopystiansky, Svetlana",K
1435,"Korner, John",K
11583,"Koshimizu, Susumu",K
1436,"Kossoff, Leon",K
1437,"Kosuth, Joseph",K
1438,"Kounellis, Jannis",K
10668,"Kovanda, Jiri",K
17127,"Kozlinsky, Vladimir",K
1439,"Kramer, Harry",K
1440,"Kramer, Jacob",K
10009,"Krasinski, Edward",K
1441,"Krasner, Lee",K
1442,"Krsinic, Frano",K
1443,"Kruger, Barbara",K
1444,"Krzywoblocki, Wojciech",K
1445,"Kudryashov, Oleg",K
7334,"Kuitca, Guillermo",K
1446,"Kulmer, Ferdinand",K
1447,"Kunkel, Don",K
1448,"Kunst, Mauro",K
2784,"Kuper, Roi",K
1449,"Kupka, Frantisek",K
10169,"Kuri, Gabriel",K
8094,"Kusama, Yayoi",K
1450,"Kushner, Robert",K
10957,KwieKulik,K
1453,"La Dell, Edwin",L
6359,"La Noue, Terence",L
331,"La Thangue, Henry Herbert",L
1451,"Laabs, Hans",L
2622,"Labruzzi, Carlo",L
1452,"Lacey, Bruce",L
13736,"Lacy, Suzanne",L
316,"Ladbrooke, Robert",L
317,"Laidlay, William James",L
1454,"Laing, Gerald",L
2511,"Laing, J.S.",L
2633,Lairesse,L
2639,"Lalic, Maria",L
1455,"Lam, Wifredo",L
1456,"Lamb, Henry",L
1457,"Lamb, Lynton",L
2512,Lambert,L
318,"Lambert, George",L
319,"Lambert, James",L
1458,"Lambert, Maurice",L
4733,"Lambie, Jim",L
1459,"Lambourn, George",L
8787,"Lamelas, David",L
1460,"Lancaster, Mark",L
1461,"Lancaster, Osbert",L
320,"Lancaster, Rev. Richard Hume",L
321,"Lance, George",L
1462,"Lanceley, Colin",L
1463,"Lander, Reginald",L
2665,"Landers, Sean",L
1464,"Landsaat, Hans",L
322,"Landseer, Charles",L
323,"Landseer, Sir Edwin Henry",L
2409,"Landy, Michael",L
2660,"Lane, Abigail",L
324,"Lane, Samuel",L
325,"Lane, Theodore",L
1465,"Lang, Daniel",L
9075,"Lange, Dorothea",L
2599,"Langlands and Bell, Ben and Nikki",L
1466,"Langlois, Denis",L
326,"Lanteri, Edouard",L
1467,"Lanyon, Peter",L
327,"Laporte, George Henry",L
328,"Laporte, John",L
3087,"Large, Valerie",L
1468,"Larionov, Michel",L
329,"Laroon, Marcellus, the Younger",L
11403,"Lartigue, Jacques-Henri",L
1469,"Laszlo de Lombos, Philip Alexius",L
330,"Latham, James",L
1470,"Latham, John",L
1471,"Lattanzi, Luciano",L
2436,"Laurence, Samuel",L
1472,"Laurencin, Marie",L
1473,"Laurens, Henri",L
1474,"Laurie, Robin",L
1475,"Lausen, Jens",L
332,"Lavery, Sir John",L
2623,"Law, Alfred",L
1476,"Law, Bob",L
333,"Lawes-Wittewronge, Sir Charles, Bt",L
8140,"Lawler, Louise",L
1477,"Lawrence, Eileen",L
334,"Lawrence, Sir Thomas",L
335,"Lawson, Cecil",L
16123,"Lawson, Thomas",L
1479,"Le Bas, Edward",L
1480,"Le Brocquy, Louis",L
1481,"Le Brun, Christopher, PRA",L
338,"Le Capelain, Jean",L
1483,Le Corbusier,L
17924,"Le Marchand, David",L
1494,"Le Parc, Julio",L
345,"Le Piper, Francis",L
1495,"Le Sidaner, Henri",L
17197,"Le Sueur, Hubert",L
1503,"Le Witt, Jan",L
1478,"Leach, Bernard",L
7651,"Leach, David",L
8805,"Leach, Janet",L
336,"Leader, Benjamin Williams",L
2642,"Leaman, Jonathan",L
10681,"Leapman, Edwina",L
337,"Lear, Edward",L
5813,"Lebedev, Alexander",L
1482,"Leck, Bart van der",L
6877,"Leckey, Mark",L
1484,"Ledger, Janet",L
1485,"Ledward, Gilbert",L
2246,"Lee, Catherine",L
339,"Lee, Frederick Richard",L
16778,"Lee, Seung-Taek",L
1486,"Lee, Sydney",L
340,"Lee, Thomas Stirling",L
8894,"Lee, Tim",L
2640,"Lee, Ufan",L
2437,"Leech, John",L
1487,"Lees, Derwent",L
1488,"Léger, Fernand",L
1489,"Legnaghi, Igino",L
341,"Legros, Alphonse",L
1490,"Lehmbruck, Wilhelm",L
1491,"Leigh, Maude Boughton",L
342,"Leighton, Lord Frederic",L
1492,"Leirner, Felicia",L
13769,"Leirner, Jac",L
12638,"Leirner, Nelson",L
343,"Lely, Sir Peter",L
344,"Lemon, Arthur",L
1493,"Lenk, Kaspar-Thomas",L
2513,"Lennox, Lord William Pitt",L
4828,"Leonard, Zoe",L
3192,Leonilson (José Leonilson Bezerra Dias),L
1496,"Leslie, Alexander J.",L
346,"Leslie, Charles Robert",L
347,"Leslie, George Dunlop",L
1497,"Lessore, Helen",L
1498,"Lessore, John",L
348,"Lethaby, William Richard",L
2278,"Lethbridge, Julian",L
2297,"Lett-Haines, Arthur",L
12048,"Leung, Yau",L
1499,"Leverett, David",L
2753,"Levine, Sherrie",L
1943,"Levy, Simon",L
1500,"Lewis, A. Neville",L
349,"Lewis, George Robert",L
350,"Lewis, John Frederick",L
1501,"Lewis, Morland",L
1502,"Lewis, Wyndham",L
1504,"LeWitt, Sol",L
1506,"Lhote, André",L
7467,"Li, Yuan-chia",L
13716,"Libera, Zbigniew",L
1507,"Liberman, Alexander",L
1508,"Lichtenstein, Roy",L
2237,"Lieber, Tom",L
1509,"Liebermann, Max",L
1510,"Lightfoot, Maxwell Gordon",L
10429,"Ligon, Glenn",L
1511,"Lijn, Liliane",L
1512,"Lim, Kim",L
1513,"Lin, Richard",L
10844,Linder,L
1514,"Lindner, Richard",L
1515,"Lindström, Bengt",L
1516,"Ling, Rita M.",L
13288,"Ling, Simon",L
15409,"Linke, Simon",L
351,"Linnell, John",L
2268,"Linnell, William",L
352,"Linton, William",L
1517,"Lion, Flora",L
1518,"Lipchitz, Jacques",L
1519,"Lissitzky, El",L
1520,"Livens, Horace Mann",L
2438,"Liverseege, Henry",L
353,"Llewellyn, Sir William",L
2765,"Lloyd, Hilary",L
1521,"Lloyd, James",L
3080,"Lochore, Brad",L
11946,"Locke, Hew",L
2514,"Locke, William, of Norbury, Junior",L
2439,"Locker, Edward Hawke",L
6007,"Lockhart, Sharon",L
1522,"Logan, Peter",L
354,"Logsdail, William",L
1523,"Lohse, Richard Paul",L
1524,"Loker, John",L
1138,"London Gallery, The",L
2570,"Long, Amelia",L
2571,"Long, Charles",L
1525,"Long, Richard",L
505,"Longhi, Pietro",L
1526,"Longo, Robert",L
7268,"Lord, Andrew",L
355,"Lorimer, John Henry",L
9596,Los Carpinteros,L
2554,"Loudoun, Edith Maud Rawdon-Hasting, Countess of",L
1527,"Louis, Morris",L
1528,"Louw, Roelof",L
1529,"Low, Sir David",L
1530,"Lowe, Peter",L
1531,"Lowinsky, Thomas",L
1532,"Lowndes, Alan",L
1533,"Lowry, L.S.",L
11405,"Lozano-Hemmer, Rafael",L
1534,"Lozoff, Abrasha",L
2708,"Lucas, David",L
356,"Lucas, John Seymour",L
2643,"Lucas, Sarah",L
2341,Lucio,L
1535,Lucy and Eegyudluk,L
1536,"Lundquist, Evert",L
8594,"Lüpertz, Markus",L
16926,"Lye, Len",L
9403,"M/M (Paris, France), Mathias",M
357,"Macallum, Hamilton",M
2440,"Macartney, Carlile Henry Hayes",M
358,"Macbeth, Robert Walker",M
1537,"MacBryde, Robert",M
359,"Maccallum, Andrew",M
1538,"Maccari, Mino",M
6024,"Macchi, Jorge",M
360,"Maccoll, Dugald Sutherland",M
1539,"Macdonald, Frances",M
361,"Macdonald, Georgina",M
362,"Macgregor, William York",M
1540,"Mach, David",M
1541,"Machin, Arnold",M
7507,"Maciá, Oswaldo",M
1263,"Mack, Heinz",M
1542,"Mackay, Alex",M
1543,"Mackennal, Sir Bertram",M
1544,"Mackenzie, Alexander",M
1545,"Mackenzie, Alix",M
363,"Mackenzie, Frederick",M
1546,"Mackenzie, Warren",M
9555,"Mackie, Christina",M
1547,"Mackinnon, Sine",M
1548,"Mackintosh, Charles Rennie",M
1549,"Maclaren, Donald",M
365,"Maclise, Daniel",M
1550,"Mactaggart, Sir William",M
367,"MacWhirter, John",M
14729,"Madani, Tala",M
1551,"Maddox, Conroy",M
1552,"Maddox, Ronald",M
1553,"Magritte, René",M
1554,"Mahoney, Charles",M
1555,"Maillol, Aristide",M
1557,"Maitec, Ovidiu",M
1558,"Maitin, Sam",M
1559,"Maitland, Paul",M
6307,"Majerus, Michel",M
15619,"Makarius, Sameer",M
1560,"Makowski, Kazimierz",M
2372,"Malchair, John Baptist",M
1561,"Malevich, Kazimir",M
2377,"Malinowski, Antoni",M
13714,"Maljkovic, David",M
1562,"Malthouse, Eric",M
1563,Man Ray,M
2233,"Manby, Thomas",M
1564,"Mancini, Antonio",M
10069,"Mandel, Mike",M
1565,Mane-Katz,M
1566,"Manessier, Alfred",M
1567,"Manet, Edouard",M
7741,Mangelos,M
1568,"Mangold, Robert",M
6614,"Mangolte, Babette",M
1569,"Mann, Harrington",M
1570,"Manson, James Bolivar",M
14941,"Mantz, Werner",M
13085,"Manuel, Antonio",M
1571,"Manzoni, Piero",M
1572,"Manzu, Giacomo",M
11413,"Mapplethorpe, Robert",M
1573,"Mara, Tim",M
1574,"Maraz, Adriana",M
1575,"Marchand, Jean",M
1576,"Marchant, Paul",M
6852,"Marclay, Christian",M
1577,"Marcoussis, Louis",M
1578,"Marden, Brice",M
11145,Marepe,M
1579,"Mariani, Carlo Maria",M
8402,"Mariën, Marcel",M
1580,"Marin, John",M
1581,"Marini, Marino",M
2533,"Marks, Henry Stacy",M
1582,"Markson, Helena",M
368,"Marlow, William",M
2332,"Marquet, Albert",M
369,"Marshall, Benjamin",M
8806,"Marshall, William",M
370,"Marshall, William Calder",M
2515,"Marsingall, A",M
1583,"Martin, Agnes",M
15125,"Martin, Anne",M
2746,"Martin, Barry",M
2441,"Martin, Charles",M
6591,"Martin, Daria",M
2442,"Martin, Elias",M
1584,"Martin, Frank",M
2581,"Martin, J., of Canterbury",M
371,"Martin, John",M
1585,"Martin, Kenneth",M
1586,"Martin, Mary",M
8897,"Martin, Simon",M
11358,"Martinat Mendoza, Jose Carlos",M
372,"Martineau, Robert Braithwaite",M
2338,"Martini, Arturo",M
14609,Marwan (Marwan Kassab Bachi),M
1587,"Marx, Enid",M
2271,"Masi, Denis",M
1588,"Mason, Arnold",M
373,"Mason, George",M
1589,"Mason, Raymond",M
1590,"Masson, André",M
374,Master of the Giants,M
2516,"Masters, E.",M
1592,"Mathews, Denis",M
1593,"Matisse, Henri",M
1591,"Matschinsky-Denninghof, Brigitte",M
1594,Matta,M
7732,"Matta-Clark, Gordon",M
2745,"Matthiasdottir, Louisa",M
1595,"Maufra, Maxime",M
1596,"Maundrell, Charles",M
1597,"Maurer, Dora",M
1598,"Mauve, Anton",M
1599,"Maxwell, John",M
2367,"May, Nicholas",M
1600,"May, Phil",M
5672,"Mayakovsky, Vladimir",M
1601,"Mayor, Fred",M
1602,"Maze, Paul",M
7491,"McCall, Anthony",M
2766,"McCarthy, Paul",M
1603,"McCartney, Linda",M
1604,"McComb, Leonard",M
7026,"McCullin, Don",M
9572,"McElheny, Josiah",M
1605,"McEvoy, Ambrose",M
1606,"McEvoy, Mary",M
1607,"McEwen, Rory",M
5448,"McFadyen, Jock",M
1608,"McFall, David B.",M
2393,"McHale, John",M
2335,"McKeever, Ian",M
2194,"McKenna, Stephen",M
8631,"McKenzie, Lucy",M
1609,"McKinnon, Michael",M
364,"McLachlan, Thomas Hope",M
2787,"McLaughlin, John",M
1610,"McLean, Bruce",M
1611,"McLean, John",M
1612,"McMillan, William",M
2387,"McQueen, Steve",M
366,"McTaggart, William",M
1613,"McWilliam, F.E.",M
1625,"Me?trovic, Ivan",M
1614,"Mead, Dorothy",M
1615,"Meadows, Bernard",M
7084,"Meadows, Jason",M
7213,"Medalla, David",M
1616,"Medley, Robert",M
1617,"Mednikoff, Reuben",M
1618,"Mehring, Howard",M
1619,"Meidner, Else",M
6633,"Meireles, Cildo",M
9674,"Mekas, Jonas",M
2646,"Melland, Sylvia",M
1620,"Mellis, Margaret",M
11955,"Mellors, Nathaniel",M
17135,"Melnikov, Dmitrii",M
375,"Melville, Arthur",M
11167,"Mendieta, Ana",M
1621,"Meneeley, Ed",M
1622,"Meninsky, Bernard",M
376,"Menpes, Mortimer",M
377,"Mercier, Philip",M
2538,"Merivale, Francis",M
378,"Merritt, Anna Lea",M
1623,"Merz, Mario",M
12525,"Merz, Marisa",M
1624,"Mesens, E.L.T.",M
2670,"Messager, Annette",M
1626,"Methuen, Lord",M
7196,"Metzger, Gustav",M
1627,"Metzinger, Jean",M
4547,"Meyer, Bill",M
6872,"Meyer, Klaus",M
9059,"Michael, Alan",M
1628,"Michaux, Henri",M
1629,"Michell, Keith",M
2706,"Michelmore, Richard",M
1630,"Middleditch, Edward",M
5975,"Mikhailov, Boris",M
379,"Millais, Sir John Everett, Bt",M
1631,"Millares, Manolo",M
1632,"Miller, Godfrey",M
12117,"Miller, Harland",M
2195,"Miller, Jack",M
2561,"Miller, James",M
1633,"Milles, Carl",M
1634,"Millet, Francis Davis",M
2624,"Millington, Professor",M
1635,"Millington, Terence",M
380,"Millner, William Edwards",M
1636,"Milne, John",M
1637,"Milne, Malcolm",M
1638,"Milow, Keith",M
2220,"Milroy, Lisa",M
1639,"Milton, Peter",M
1640,"Minami, Keiko",M
1641,"Minaux, André",M
1642,"Minguzzi, Luciano",M
1643,"Mintchine, Abraham",M
1644,"Minton, John",M
10038,"Mir, Aleksandra",M
1645,"Mirea, Joan",M
1646,"Miró, Joan",M
2212,"Mistry, Dhruva",M
1647,"Mitchell, Denis",M
6461,"Mitchell, Joan",M
12049,"Mitidieri, Dario",M
2300,"Miyajima, Tatsuo",M
11249,"Model, Lisette",M
1648,"Modigliani, Amedeo",M
2669,"Moffatt, Tracey",M
13378,"Mofokeng, Santu",M
13004,"Moholy, Lucia",M
1649,"Moholy-Nagy, László",M
1650,"Moira, Gerald",M
15353,"Molodkin, Andrei",M
8784,"Monahan, Matthew",M
381,"Monamy, Peter",M
1651,"Mondrian, Piet",M
1652,"Monet, Claude",M
9245,"Monge, Priscilla",M
8296,"Monk, Jonathan",M
1653,"Monnington, Sir Thomas",M
2517,"Monro, Dr Thomas",M
2289,"Monro, Henry",M
1654,"Monro, Nicholas",M
18317,"Monteiro, Anjali",M
1655,"Montpetit, Guy",M
2298,"Moody, Ronald",M
1656,"Moon, Jeremy",M
1657,"Moon, Michael",M
5648,"Moor, Dmitrii",M
2518,"Moore Park, Carton",M
382,"Moore, Albert",M
13715,"Moore, Gareth",M
383,"Moore, Henry",M
1659,"Moore, Henry, OM, CH",M
2283,"Moore, James",M
13683,"Moore, Raymond",M
2551,"Moore, T.",M
11554,"Moran, Katy",M
1660,"Morandi, Giorgio",M
2196,"Mordmüller, Rainer G",M
384,"More, Jacob",M
1661,"Morellet, François",M
1662,"Moreton, Warwick",M
2634,Morin,M
2272,"Morison, Colin",M
1663,"Morisot, Berthe",M
11595,"Moriyama, Daido",M
385,"Morland, George",M
386,"Morland, Henry Robert",M
1664,"Morley, Harry",M
1665,"Morley, Malcolm",M
1666,"Morrice, James Wilson",M
2773,"Morris, Desmond",M
1668,"Morris, Michael",M
1669,"Morris, Robert",M
3099,"Morris, Sarah",M
1667,"Morris, Sir Cedric, Bt",M
388,"Morris, William",M
389,"Mortimer, John Hamilton",M
1670,"Morton, Alastair",M
2715,"Mosley, Charles",M
1671,"Moss, Marlow",M
1673,"Motherwell, Robert",M
2711,"Mottram, Charles",M
1674,"Moynihan, Rodrigo",M
1675,"Mozley, Charles",M
9571,"Mréjen, Valérie",M
13673,"Mroué, Rabih",M
2401,"Mucha, Reinhard",M
2672,"Mueck, Ron",M
390,"Muhrman, Henry",M
1676,"Muirhead, David",M
6009,"Müller, Matthias",M
391,"Müller, William James",M
2228,"Mullican, Matt",M
392,"Mulready, William",M
1677,"Muncaster, Claude",M
1678,"Munch, Edvard",M
1679,"Mundy, Henry",M
4231,"Muniz, Vik",M
393,"Munn, Paul Sandby",M
1680,"Munnings, Sir Alfred",M
2336,"Muñoz, Juan",M
9099,"Muñoz, Óscar",M
9852,"Muntadas, Antoni",M
1681,"Murphy, John",M
2344,"Murphy, Myles",M
1682,"Murray, Charles",M
394,"Murray, Charles Fairfax",M
1683,"Murray, Elizabeth",M
395,"Murray, Sir David",M
1684,"Murtic, Edo",M
6241,"Musgrave, David",M
2574,"Musgrave, George",M
1685,"Music, Zoran",M
7677,"Mutu, Wangechi",M
1686,"Myers, Bernard",M
7634,"Myles, Scott",M
396,"Mytens, Daniel, the Elder",M
1687,"Naghi Bey, Mohammed",N
8789,"Narkevicius, Deimantas",N
1688,"Nash, David",N
2443,"Nash, Frederick",N
1689,"Nash, John",N
1690,"Nash, Paul",N
7347,"Nashashibi, Rosalind",N
397,"Nasmyth, Patrick",N
2444,"Nattes, John Claude",N
1691,"Nauman, Bruce",N
11411,"Nay, Ernst",N
2616,"Naylor, Martin",N
1692,"Neagu, Paul",N
2519,"Neale, John Preston",N
398,"Nebot, Balthazar",N
1693,"Nechamkin, Sarah",N
3047,"Neel, Alice",N
1694,"Neiland, Brendan",N
2197,"Nellens, Roger",N
4020,"Nelson, Mike",N
1695,"Nemon, Oscar",N
5459,"Neshat, Shirin",N
2791,"Neto, Ernesto",N
10170,"Neuenschwander, Rivane",N
1696,"Nevelson, Louise",N
1697,"Nevinson, Christopher Richard Wynne",N
2650,"Newcomb, Mary",N
1698,"Newman, Avis",N
1699,"Newman, Barnett",N
6294,"Newman, Hayley",N
6664,"Newman, John",N
1700,"Newton, Algernon",N
2572,"Newton, Ann Mary",N
399,"Newton, Gilbert Stuart",N
2625,"Newton, Sir William",N
1701,"Nicholls, Bertram",N
1702,"Nicholson, Ben, OM",N
2251,"Nicholson, E.Q.",N
2520,"Nicholson, Francis",N
17882,"Nicholson, Isaac",N
1805,"Nicholson, Mabel",N
1703,"Nicholson, Sir William",N
2521,"Nicholson, Thomas Henry",N
1704,"Nicholson, Winifred",N
400,"Nicol, Erskine",N
3101,"Nicolson, Seamus",N
1705,"Nimptsch, Uli",N
401,"Nisbet, Robert Buchan",N
1706,"Nitsch, Hermann",N
7629,"Nitsche, Frank",N
2767,"Noble, Paul",N
402,"Noble, Robert",N
1707,"Noguchi, Isamu",N
5755,"Nogueira, Lucia",N
1708,"Nolan, Sir Sidney",N
1709,"Noland, Kenneth",N
1710,"Nolde, Emil",N
403,"North, John William",N
404,"Northcote, James",N
1711,"Oakley, Alfred J.",O
2698,"O'Casey, Breon",O
2189,"O'Connor, Andrew",O
2556,"O'Connor, James Arthur",O
2190,"O'Connor, John",O
2191,"O'Conor, Roderic",O
6667,"O'Donnell, Hugh",O
8244,"Oehlen, Albert",O
1712,"Oelman, Michael",O
2543,"Ofili, Chris",O
10282,"Ohanian, Melik",O
2718,"O'Hara, Frank",O
7730,"Oiticica, Hélio",O
16018,"Ojeikere, J.D. Okhai",O
11462,"Okon, Yoshua",O
1713,"Oldenburg, Claes",O
7640,"Olesen, Henrik",O
2198,"Olitski, Jules",O
2410,"Oliveira, Nathan",O
2445,"Oliver, Isaac",O
1714,"Oliver, Madge",O
2446,"Oliver, William",O
1715,"Olivier, Herbert A.",O
9842,"Olley, Jonathan",O
1716,"Olson, Eric",O
1717,"Olsson, Julius",O
7622,"Ondák, Roman",O
405,"O'Neill, George Bernard",O
1718,"Onley, Toni",O
1719,"Ono, Yoko",O
1720,"Onslow-Ford, Gordon",O
6159,"Onwin, Glen",O
2785,"Ophir, Gilad",O
4641,"Opie, Catherine",O
406,"Opie, John",O
1721,"Opie, Julian",O
1722,"Oppenheim, Dennis",O
2632,"Oppenheimer, J.",O
1723,"Opsomer, Isidore",O
2522,"Oram, W.",O
407,"Orchardson, Sir William Quiller",O
1724,"Organ, Bryan",O
2685,"Orozco, Gabriel",O
1725,"Orpen, Sir William",O
1726,"Orr, Chris",O
17008,"Orrock, James",O
8133,"Ortega, Damián",O
2380,"Ortman, George",O
11956,"Osbaldeston, David",O
12441,"Osborn, Emily",O
1727,"Osborn, William Evelyn",O
408,"Osborne, Walter Frederick",O
1728,"Ospovat, Henry",O
10612,"Otero, Alejandro",O
1729,"Otreba, Ryszard",O
16031,"Otsuji, Kiyoji",O
2447,"Ottley, William Young",O
409,"Ouless, Walter William",O
2205,"Oulton, Thérèse",O
2366,"Oursler, Tony",O
1730,"Ovenden, Graham",O
5847,"Owen, Peter",O
410,"Owen, Rev. Edward Pryce",O
2585,"Owen, Samuel",O
1731,"Ozenfant, Amédée",O
1732,"Paalen, Wolfgang",P
2389,"Pacheco, Ana Maria",P
1733,"Packham, Alex",P
14993,"Paiva, Pedro",P
13759,"Pak, Sheung Chuen",P
1734,"Paladino, Mimmo",P
2317,"Palermo, Blinky",P
1735,"Palmer, Garrick",P
1736,"Palmer, Roger",P
411,"Palmer, Samuel",P
18372,"Pankhurst, Sylvia",P
12007,"Panting, John",P
1737,"Paolini, Giulio",P
1738,"Paolozzi, Sir Eduardo",P
14433,"Pape, Lygia",P
7077,"Pardo, Jorge",P
5225,"Parent, Mimi",P
1739,"Park, Alistair",P
1740,"Park, John A.",P
2358,"Parker, Cornelia",P
1741,"Parker, Harold",P
1742,"Parker, Ray",P
2199,"Parkinson, Valerie",P
2750,"Parr, Martin",P
9107,"Parreno, Philippe",P
2448,"Parrott, William",P
412,"Pars, William",P
413,"Parsons, Alfred",P
414,"Parton, Ernest",P
1743,"Partridge, David",P
11244,"Partum, Ewa",P
9591,"Pascali, Pino",P
1744,"Pasmore, Victor",P
1745,"Pasmore, Wendy",P
1746,"Pasternak, Leonid",P
1747,"Patrick, J. McIntosh",P
2652,"Patterson, Richard",P
2397,"Patterson, Simon",P
18267,"Paul, Pallavi",P
5493,"Payne and Relph, Oliver and Nick",P
7120,"Payne, Oliver",P
2225,"Payne, William",P
1748,"Peacock, Ralph",P
415,"Peake, Robert",P
2321,"Pearce, Bryan",P
1749,"Pearlstein, Philip",P
2200,"Pears, Charles",P
1750,"Pearsh, Kevin",P
11736,"Peçanha, Osmar",P
14145,"Peeters, Henk",P
1751,"Pegram, Henry Alfred",P
1752,"Penagos, Rafael",P
1753,"Penck, A.R.",P
416,"Penley, Aaron Edwin",P
5715,"Penn, Irving",P
417,"Penny, Edward",P
1754,"Penone, Giuseppe",P
1755,"Penrose, Sir Roland",P
1756,"Peploe, Samuel John",P
418,"Peppercorn, Arthur Douglas",P
2523,"Percy, Lady Susan Elizabeth",P
2383,"Percy, Sidney Richard",P
1757,"Perera, Ed",P
2211,"Peri, Peter",P
10544,"Peri, Peter",P
12119,"Periton, Simon",P
10207,"Perjovschi, Dan",P
1758,"Perlin, Bernard",P
1759,"Permeke, Constant",P
9560,"Pernice, Manfred",P
16443,"Perriand, Charlotte",P
4657,"Perry, Grayson",P
1760,"Perryman, Margot",P
419,"Peters, Rev. Matthew William",P
420,"Pether, Henry",P
14320,"Petlin, Irving",P
2754,"Pettibon, Raymond",P
421,"Pettie, John",P
1761,"Pevsner, Antoine",P
11963,"Phaophanit, Vong",P
5251,"Philipsz, Susan",P
422,"Phillip, John",P
1763,"Phillips, Esq Peter",P
1764,"Phillips, Esq Tom",P
1762,"Phillips, Maurice",P
2301,"Phillips, Patrick",P
10772,"Phillips, Richard",P
423,"Phillips, Thomas",P
1765,"Philpot, Glyn Warren",P
1766,"Picabia, Francis",P
1767,"Picasso, Pablo",P
1769,"Piché, Roland",P
1768,"Pichet, Roland",P
5673,"Pichugin, Sergei Ivanovich",P
1770,"Pickard, Louise",P
424,"Pickersgill, Frederick Richard",P
2582,"Pickersgill, Henry Hall",P
425,"Pickersgill, Henry William",P
1771,"Pignon, Edouard",P
11779,"Pillsbury, Matthew",P
2313,"Pine, Robert Edge",P
1772,"Pinkney, Richard",P
426,"Pinwell, George John",P
1773,"Piper, Edward",P
1774,"Piper, John",P
4955,"Piper, Keith",P
2408,"Pippin, Steven",P
2254,"Pirandello, Fausto",P
11741,"Pires, Paulo",P
1775,"Pirie, Sir George",P
1776,"Pissarro, Camille",P
11753,"Pissarro, Esther",P
1777,"Pissarro, Lucien",P
8669,"Pistoletto, Michelangelo",P
1778,"Pitchforth, Roland Vivian",P
12678,"Piza, Arthur Luiz",P
2449,"Place, Francis",P
9377,"Plackman, Carl",P
1779,"Platt, John",P
12600,"Plender, Olivia",P
8802,"Pleydell-Bouverie, Katherine",P
1780,"Plowman, Chris",P
1781,"Plumb, John",P
2450,"Pocock, Isaac",P
427,"Pocock, Nicholas",P
1783,"Poirier, Anne and Patrick",P
1784,"Poliakoff, Serge",P
2213,"Polke, Sigmar",P
428,"Pollard, James",P
10693,"Pollard, Jane",P
2564,"Pollard, Robert",P
1785,"Pollock, Jackson",P
429,"Pomeroy, Frederick William",P
2768,"Pommerer, Peter",P
1786,"Pomodoro, Gio",P
1787,"Poole, Henry",P
430,"Poole, Paul Falconer",P
1788,"Poons, Larry",P
1789,"Pope, Nicholas",P
16646,"P-Orridge, Genesis",P
1791,"Porter, Frederick J.",P
10236,"Porter, Liliana",P
2524,"Porter, Sir Robert Ker",P
1792,"Porter, Stephen",P
1793,"Portway, Douglas",P
11040,"Posenenske, Charlotte",P
6668,"Posey, Sam",P
9662,"Post, Liza May",P
2635,"Potre, le",P
431,"Potter, Frank Huddlestone",P
1794,"Potter, Helen Beatrix",P
1795,"Potter, Mary",P
1796,"Potworowski, Peter",P
2525,"Powell, Joseph",P
432,"Poynter, Ambrose",P
433,"Poynter, Sir Edward",P
2786,"Prendergast, Kathy",P
1797,"Prendergast, Peter",P
3070,"Price, Ken",P
1798,"Priest, Margaret",P
5215,"Prince, Richard",P
1799,"Pringle, John Quinton",P
434,"Prinsep, Valentine Cameron",P
1800,"Procktor, Patrick",P
1801,"Procter, Dod",P
1802,"Procter, Ernest",P
1803,"Prout, Margaret Fisher",P
435,"Prout, Samuel",P
1804,"Pryde, James",P
1806,"Pryse, Gerald",P
1807,"Przybylski, Janusz",P
8470,"Puett, J. Morgan",P
1808,"Pulham, Peter Rose",P
11777,"Pumhösl, Florian",P
1809,"Puni, Iwan",P
2769,"Pyman, James",P
436,"Pyne, James Baker",P
2451,"Pyne, William Henry",P
3042,"Quadri, Saleem Arif",Q
1810,"Quaytman, Harvey",Q
15967,"Quaytman, R. H.",Q
8056,"Quinn, Ged",Q
2600,"Quinn, Marc",Q
7719,"Raad, Walid",R
1811,"Rackham, Arthur",R
2287,"Rae, Fiona",R
437,"Raeburn, Sir Henry",R
2693,"Raedecker, Michael",R
1812,"Raetz, Markus",R
1813,"Rainer, Arnulf",R
2526,"Ralph, Benjamin",R
2527,"Ralston, John",R
438,"Ramsay, Allan",R
2326,"Randall-Page, Peter",R
13424,"Rashed, Hani",R
1814,"Ratcliffe, William",R
1815,"Rauschenberg, Robert",R
439,"Raven, John Samuel",R
16385,"Raven, Lucy",R
1816,"Raven-Hill, Leonard",R
1817,"Ravilious, Eric",R
2615,"Rawsthorne, Isabel",R
2751,"Ray, Charles",R
4749,"Rayson, David",R
1818,"Raysse, Martial",R
440,"Read, David Charles",R
2528,"Rebecca, Biagio",R
1819,"Rebeyrolle, Paul",R
13672,"Rechmaoui, Marwan",R
1820,"Reder, Bernard",R
441,"Redgrave, Richard",R
