ARTIST_ID,ARTIST_MDA,START_LETTER
1020,"Donaldson, Antony",D
8143,"Donnelly, Trisha",D
1021,"Dorazio, Piero",D
1022,"Dörflinger, Johannes",D
2589,"Doron, Itai",D
2208,"D'Orsay, Count Alfred",D
1023,"Dotremont, Christian",D
1024,"Dottori, Gerardo",D
1025,"Doubleday, John",D
155,"Doughty, William",D
156,"Douglas, Edwin",D
157,"Douglas, Sir William Fettes",D
3038,"Douglas, Stan",D
1026,"Dova, Gianni",D
158,"Downard, Ebenezer Newman",D
13086,"Downey, Juan",D
159,"Downman, John",D
1027,"Downsbrough, Peter",D
2350,"Downton, John",D
1028,"Doyle, John",D
160,"Doyle, John",D
2424,"Doyle, Richard",D
1029,"Draper, Herbert",D
161,"Dressler, Conrad",D
1030,"Drever, Timothy",D
17320,"Drew, Leonardo",D
1031,"Droungas, Achilles",D
8089,"Drtikol, Franti?ek",D
1032,"Drummond, Malcolm",D
163,"Drury, Alfred",D
1033,"Drysdale, Russell",D
2679,"Du Bois, Simon",D
1034,"Dubsky, Mario",D
1035,"Dubuffet, Jean",D
1036,"Duchamp, Marcel",D
1037,"Duchamp-Villon, Raymond",D
1045,"Dufresne, Charles",D
1038,"Dufy, Raoul",D
1039,"Dugdale, Thomas",D
1040,"Dugger, John",D
12074,"Dughet, Gaspard",D
2407,"Dumas, Marlene",D
1041,"Dunbar, Evelyn",D
2284,"Duncombe, Susanna",D
2279,"Dunham, Carroll",D
2619,"Dunker, Balthazar Anton",D
1042,"Dunlop, Ronald Ossory",D
1043,"Dunoyer de Segonzac, André",D
1044,"Dunstan, Bernard",D
162,"Dupont, Gainsborough",D
9914,"Durant, Sam",D
11953,"Durham, Jimmie",D
1046,"Durrant, Jennifer",D
1047,"Durst, Alan L.",D
164,"Dyce, William",D
6860,"Dzama, Marcel",D
1048,"Dzamonja, Dusan",D
1049,"Eardley, Joan",E
16658,"Earnshaw, Anthony",E
165,"East, Sir Alfred",E
166,"Eastlake, Sir Charles Lock",E
3096,"Edmier, Keith",E
167,"Edridge, Henry",E
168,"Edwards, Edwin",E
1050,"Edwards, Jeffery",E
2252,"Edwards, Sylvia",E
169,"Egg, Augustus Leopold",E
170,"Egley, William Maw",E
1051,"Ehrlich, Georg",E
5239,"Eliasson, Olafur",E
10751,"Elkoussy, Hala",E
1053,"Elliott, Geoffrey",E
171,"Elmore, Alfred",E
16988,"El-Salahi, Ibrahim",E
8145,"Eluard, Nusch",E
8147,"Eluard, Paul",E
1054,"Elwell, Frederick W.",E
1055,"Elwyn, John",E
1056,"Emanuel, Frank L.",E
1057,"Emett, Rowland",E
1058,"Emilian, Céline",E
2590,"Emin, Tracey",E
14475,"Eneroth, Joakim",E
1059,"Engelbach, Florence",E
12112,"English, Simon",E
1060,"Ensor, James",E
13597,"Epstein, Mitch",E
1061,"Epstein, Sir Jacob",E
1062,"Erlanger, Rodolphe d'",E
1063,"Erma, Thomas",E
1064,"Ernest, John",E
1065,"Ernst, Max",E
15851,"Errazuriz, Paz",E
1066,Erté,E
12043,"Erwitt, Elliot",E
13676,"Eskandarfar, Samira",E
4831,"Espaliú, Pepe",E
14308,"Espinoza, Eugenio",E
3028,"Essenhigh, Inka",E
2628,"Essex, Lord",E
1067,"Estes, Richard",E
1068,"Estève, Maurice",E
1069,"Etchells, Frederick",E
7080,"Ethridge, Roe",E
1070,"Etrog, Sorel",E
172,"Etty, William",E
1071,"Eurich, Richard",E
1072,"Evans, Garth",E
3246,"Evans, Jason",E
1073,"Evans, Merlyn Oliver",E
2224,"Evans, Sebastian",E
1074,"Eves, Reginald G",E
12939,"Ewan, Ruth",E
173,"Eworth, Hans",E
6411,"EXPORT, VALIE",E
1075,"Eyton, Anthony",E
1076,"Fabro, Luciano",F
174,"Faed, Thomas",F
175,"Fagan, Robert",F
4773,"Fahlström, Öyvind",F
2591,"Fairhurst, Angus",F
1077,"Fairweather, Ian",F
1078,"Falkenstein, Claire",F
1079,"Fantin-Latour, Henri",F
176,"Farington, Joseph",F
10350,"Farmer, Geoffrey",F
177,"Farquharson, David",F
178,"Farquharson, Joseph",F
1080,"Farreras, Francisco",F
10200,"Fast, Omer",F
1081,"Fautrier, Jean",F
1082,"Fazzini, Pericle",F
1083,"Fearon, Hilda",F
1084,"Fedden, Mary",F
2677,"Federle, Helmut",F
1085,"Fehr, Henry C",F
1086,"Feibusch, Hans",F
13198,"Feiler, Jo",F
1087,"Feiler, Paul",F
12632,"Feldmann, Hans-Peter",F
1088,"Fell, Sheila",F
179,"Ferguson, William Gow",F
1089,"Fergusson, J.D.",F
180,"Ferneley, John, I",F
181,"Ferneley, John, II",F
10613,"Ferrari, León",F
2310,"Ferrers, Benjamin",F
6842,"Ferris, Dee",F
1090,"Few, Elsie",F
182,"Fielding, Anthony Vandyke Copley",F
2607,"Fielding, Brian",F
1091,"Fijalkowski, Stanislaw",F
183,"Fildes, Sir Luke",F
2425,"Finch, Francis Oliver",F
2255,"Finden, William",F
1092,"Fine, Lois",F
5287,"Fini, Leonor",F
4817,"Finn, Michael",F
1094,"Finnie, John",F
4745,"Finn-Kelcey, Rose",F
2757,"Fischli, Peter",F
1095,"Fisher, Brian",F
1096,"Fisher, Joel",F
184,"Fisher, Mark",F
1097,"Fisher, Melton",F
1098,"Fisher, Roy",F
1099,"Fitton, James",F
185,"Fitzgerald, John Anster",F
1100,"Flanagan, Barry",F
1101,"Flavin, Dan",F
186,"Flaxman, John",F
11826,"Fleury, Lili",F
187,"Florence, Mary Sargant",F
2761,"Floyer, Ceal",F
188,"Foley, John Henry",F
1102,"Fontana, Lucio",F
1103,"Forain, Jean-Louis",F
189,"Forbes, Elizabeth",F
190,"Forbes, Stanhope Alexander",F
1104,"Forbes, Vivian",F
1105,"Forbes-Robertson, Eric",F
191,"Ford, Edward Onslow",F
2733,"Ford, Laura",F
1106,"Ford, Mary",F
2260,"Förg, Günther",F
1107,"Forge, Andrew",F
10692,"Forsyth, Iain",F
11360,"Fosso, Samuel",F
192,"Foster, Myles Birket",F
2495,"Foster, William",F
2772,"Fougeron, André",F
9061,"Fowler, Luke",F
1108,"Fox Pitt, Douglas",F
3889,"Foxton, Simon",F
1109,"Fraenkel, Elsa",F
1110,"Frampton, Edward Reginald",F
1112,"Frampton, Meredith",F
1111,"Frampton, Sir George",F
2565,"Francia, François Louis Thomas",F
2311,"Francis, Mark",F
1113,"Francis, Sam",F
5275,"Frank, Robert",F
1114,"Frankenthaler, Helen",F
193,"Fraser, Alexander",F
9439,"Fraser, Andrea",F
1115,"Fraser, Claud Lovat",F
1116,"Freedman, Barnett",F
2712,"Freedman, Carl",F
1117,"Freiles, Antonio",F
1118,"Frélaut, Jean",F
2330,French School 18th century,F
2744,French School 19th century,F
1119,"Frenkel, Vera",F
1120,"Freud, Lucian",F
1121,"Friedenson, Arthur",F
5293,"Friedlander, Lee",F
1122,"Friend, Ian",F
1123,"Friesz, Othon",F
1124,"Frink, Dame Elisabeth",F
2426,"Fripp, Alfred Downing",F
2427,"Fripp, George Arthur",F
194,"Frith, William Powell",F
2388,"Frize, Bernard",F
1125,"Frohner, Adolf",F
1126,"Frost, Sir Terry",F
195,"Frost, William Edward",F
1127,"Froy, Martin",F
1128,"Fry, Anthony",F
1129,"Fry, Roger",F
2265,"Frye, Thomas",F
1130,"Fuchs, Emil",F
17414,"Fukushima, Hideko",F
1131,"Fullard, George",F
196,"Fuller, Isaac",F
1132,"Fuller, Sue",F
197,"Fulleylove, John",F
1133,"Fulton, Hamish",F
13623,"Furlong, William",F
1134,"Furse, Charles Wellington",F
198,"Fuseli, Henry",F
1135,"Fussell, Michael",F
1136,"Fyzee-Rahamin, Samuel",F
8313,"Gaba, Meschac",G
2790,"Gabie, Neville",G
1137,"Gabo, Naum",G
199,"Gainsborough, Thomas",G
200,"Gale, William",G
2658,"Gallaccio, Anya",G
9553,"Gallagher, Ellen",G
16522,"Gallizio, Pinot",G
11460,"Gamarra, Sandra",G
9102,"Gander, Ryan",G
6876,"Garaicoa, Carlos",G
1139,"Garbe, Richard",G
10370,"Garcia Torres, Mario",G
1140,"Gardiner, Clive",G
201,"Gardner, Daniel",G
1141,"Garet, Jedd",G
202,"Garrard, George",G
203,"Garstin, Norman",G
1142,"Gascoyne, David",G
2696,"Gaskell, Anna",G
204,"Gastineau, Henry",G
1143,"Gaudier-Brzeska, Henri",G
1144,"Gauguin, Paul",G
1145,"Gauld, Peter",G
1146,"Gear, William",G
205,"Geddes, Andrew",G
1147,"Geden, Dennis",G
11852,Gego (Gertrud Goldschmidt),G
2428,"Geikie, Walter",G
2352,"Gennari, Benedetto",G
2552,"Gent, G.W.",G
1148,"Gentleman, David",G
1149,"Gentleman, Tom",G
10435,"Genzken, Isa",G
1150,"Geoffrey, Iqbal",G
1151,"George, Patrick",G
1152,"George, Thomas",G
6642,"Gerasimovich, Josif",G
1153,"Gere, Charles M.",G
1154,"Gere, Margaret",G
1155,"Gerrard, A.H.",G
2290,"Gerrard, Kathleen",G
4643,"Gersht, Ori",G
2781,"Gershuni, Moshe",G
1156,"Gertler, Mark",G
1157,"Gethin, Percy Francis",G
206,"Gheeraerts, Marcus, II",G
1158,"Ghika, Nicolas",G
1159,"Giacometti, Alberto",G
1160,"Giardelli, Arthur",G
1161,"Gibb, Phelan",G
2218,"Gibbons, John",G
1162,"Gibbs, Evelyn",G
2737,"Gibbs, Ewan",G
2329,"Gibbs, Henry",G
207,"Gibson, John",G
13199,"Gidal, Tim",G
1163,Gilbert & George,G
1164,"Gilbert, Charles Web",G
208,"Gilbert, Sir Alfred",G
209,"Gilbert, Sir John",G
1165,"Gilbert, Stephen",G
1166,"Gilioli, Emile",G
210,"Gill, Charles",G
1167,"Gill, Colin",G
1168,"Gill, Eric",G
1169,"Gill, Macdonald",G
9404,"Gill, Simryn",G
1170,"Gilliam, Sam",G
2592,"Gillick, Liam",G
1171,"Gillies, Sir William",G
2739,"Gillray, James",G
1172,"Gilman, Harold",G
2496,"Gilpin, Rev. William",G
2578,"Gilpin, Sawrey",G
1173,"Ginesi, Edna",G
1174,"Ginger, Phyllis",G
1175,"Ginner, Charles",G
1176,"Giobbi, Edward",G
211,"Girtin, Thomas",G
1177,"Gleichen, Feodora",G
1178,"Gleizes, Albert",G
1179,"Glendening, Alfred",G
1180,"Glendenning, Ronald",G
6651,"Glik, M.",G
212,"Glover, John",G
2309,"Gober, Robert",G
1181,"Goeneutte, Norbert",G
15613,"Goeritz, Mathias",G
1182,"Gogh, Vincent van",G
6558,"Goldblatt, David",G
1183,"Golden, Grace",G
2649,"Goldin, Nan",G
1184,"Golding, John",G
1185,"Goldschmidt, Hilde",G
13568,"Goldstein, Jack",G
7274,"Goldsworthy, Andy",G
2207,"Golub, Leon",G
11698,"Gomes, Fernanda",G
1186,"Goncharova, Natalya",G
11980,"Gonzalez, Beatriz",G
1187,"González, Joan",G
1188,"González, Julio",G
10354,"Gonzalez-Foerster, Dominique",G
11937,"Gonzalez-Torres, Felix",G
213,"Good, Thomas Sword",G
2429,"Goodall, Edward Angelo",G
214,"Goodall, Frederick",G
215,"Goodwin, Albert",G
10750,"Goodwin, Dryden",G
1189,"Gordine, Dora",G
2579,"Gordon, Julia Emily",G
2577,"Gordon, Lady",G
2617,"Gordon, Professor Douglas",G
2637,"Gordon, Sir Harry Percy, 2nd Bt",G
216,"Gordon, Sir John Watson",G
2497,"Gore, Charles",G
1190,"Gore, Spencer",G
1191,"Gorky, Arshile",G
1192,"Gormley, Antony",G
1193,"Gosse, Sylvia",G
217,"Gotch, Thomas Cooper",G
1194,"Gotlib, Henryk",G
1195,"Gottlieb, Adolph",G
2203,"Götz, Professor Karl-Otto",G
1196,"Gouk, Alan",G
218,"Gow, Andrew Carrick",G
219,"Gow, Mary",G
220,"Gower, George",G
1197,"Gowing, Sir Lawrence",G
1198,"Graeser, Camille",G
1199,"Graevenitz, Gerhard von",G
1200,"Graham, Dan",G
2337,"Graham, Paul",G
221,"Graham, Peter",G
7810,"Graham, Rodney",G
1201,"Grand, Roger",G
1202,"Grant, Alistair",G
1203,"Grant, Duncan",G
2281,"Grant, Sir Francis",G
8175,"Grassie, Andrew",G
1204,"Grau, Enrique",G
2498,"Gravelot, Hubert François",G
1205,"Graveney, William",G
1206,"Graves, Morris",G
1207,"Gray, Douglas S.",G
1208,"Gray, Ronald",G
1209,"Grayson, Roy",G
1210,"Greaves, Derrick",G
222,"Greaves, Walter",G
1211,"Greco, Emilio",G
1212,"Green, Alan",G
1213,"Green, Anthony",G
12913,"Green, Jesse",G
4531,"Green, William",G
1214,"Greene, Stephen",G
1215,"Greenfield, Graham",G
1216,"Greenham, Peter",G
2690,"Greenhill, John",G
1217,"Greenwood, Philip",G
223,"Gregory, Edward John",G
1218,"Greiffenhagen, Maurice",G
2630,"Greville, Lady Louisa",G
224,"Griffier, Jan, I",G
13287,"Griffiths, Brian",G
225,"Griffiths, John",G
8155,"Grigely, Joseph",G
226,"Grimm, Samuel Hieronymous",G
9716,"Grimonprez, Johan",G
227,"Grimshaw, Atkinson",G
1220,"Grimshaw, Trevor",G
8373,"Grippo, Victor",G
1221,"Gris, Juan",G
1222,"Gross, Anthony",G
2780,"Gross, Michael",G
1223,"Grosz, George",G
1224,"Groth, Jan",G
16674,"Grotjahn, Mark",G
1225,"Gruber, Francis",G
13957,"Grubic, Igor",G
2741,"Guerard-Fontallard, Henri",G
6858,Guerrilla Girls,G
1226,"Guevara, Alvaro",G
1227,"Guevara, Meraud",G
1228,"Guillaumin, Armand",G
10171,"Guimarães, Cao",G
1229,"Gulich, John",G
12620,"Gunn, Sir Herbert James",G
2644,"Gunning, Lucy",G
8144,"Guo-Qiang, Cai",G
12171,"Gupta, Subodh",G
1230,"Gurschner, Herbert",G
2349,"Gursky, Andreas",G
14992,"Gusmão, João Maria",G
13899,"Gussin, Graham",G
1231,"Guston, Philip",G
1232,"Gutfreund, Oto",G
1233,"Guthrie, Robin",G
228,"Guthrie, Sir James",G
1234,"Guttuso, Renato",G
1235,"Gwynne-Jones, Allan",G
2499,"Gyles, Henry",G
2217,"Haacke, Hans",H
229,"Hacker, Arthur",H
2500,"Hackert, Jacob Philippe",H
230,"Haden, Sir Francis Seymour",H
15958,"Haerizadeh, Rokni",H
1237,"Haese, Günther",H
231,"Haghe, Louis",H
1238,"Haile, Sam",H
2231,"Hakewill, James",H
3200,"Hale, Matt",H
1239,"Hall, David",H
232,"Hall, Harry",H
1240,"Hall, Nigel",H
1241,"Hall, Oliver",H
2777,"Halley, Peter",H
2342,"Halliday, Edward",H
233,"Halswelle, Keeley",H
8795,"Hamada, Shoji",H
1242,"Hambling, Maggi",H
18244,"Hamdan, Lawrence Abu",H
1093,"Hamilton Finlay, Ian",H
2404,"Hamilton, Ann",H
4789,"Hamilton, Anthea",H
1243,"Hamilton, Cuthbert",H
234,"Hamilton, Gavin",H
2686,"Hamilton, Gawen",H
235,"Hamilton, James",H
1244,"Hamilton, Richard",H
2580,"Hamilton, William",H
1245,"Hammershoi, Vilhelm",H
6085,"Hammons, David",H
236,"Hancock, Charles",H
237,"Hand, Thomas",H
2659,"Hapaska, Siobhán",H
1247,"Hardaker, Charles",H
2620,"Hardie, Martin",H
238,"Harding, James Duffield",H
2569,"Harding, The Hon. Charles Stewart, Viscount",H
2501,"Harris, John",H
1248,"Harrison, Margaret",H
7049,"Harrison, Paul",H
239,"Hart, James Turpin",H
240,"Hart, Solomon Alexander",H
2631,"Hartley, Mary, of Bath",H
1250,"Hartrick, Archibald Standish",H
1251,"Hartung, Hans",H
1252,"Hartwell, Charles Leonard",H
1253,"Haseltine, Herbert",H
17194,"Hashmi, Zarina",H
2502,"Hassell, John",H
10761,"Hatakeyama, Naoya",H
241,"Hatherell, William",H
2365,"Hatoum, Mona",H
2503,"Haughton, Matthew",H
2560,"Haughton, Moses, the Elder",H
1254,"Hausmann, Raoul",H
7348,"Havekost, Eberhard",H
242,"Havell, William",H
7134,"Haworth, Jann",H
1255,"Hayden, Henri",H
243,"Haydon, Benjamin Robert",H
244,"Hayes, Edwin",H
2369,"Hayls, John",H
245,"Hayman, Francis",H
1256,"Hayman, Patrick",H
246,"Haynes-Williams, John",H
5466,"Hays, Dan",H
2505,"Hayter, John",H
2504,"Hayter, Sir George",H
1257,"Hayter, Stanley William",H
1258,"Hayward, Alfred Robert",H
1259,"Head, Tim",H
2430,"Heaphy, Thomas",H
247,"Hearne, Thomas",H
1260,"Heath, Adrian",H
2507,"Heath, Henry",H
1261,"Hegedusic, Krsto",H
1262,"Heiliger, Bernhard",H
7275,"Hein, Jeppe",H
2653,"Heindorff, Michael",H
14527,"Heinzmann, Thilo",H
6341,"Heizer, Michael",H
6343,"Held, Al",H
1264,"Hélion, Jean",H
1265,"Helleu, Paul",H
1266,"Helman, Robert",H
248,"Hemy, Charles Napier",H
249,"Henderson, Charles Cooper",H
1267,"Henderson, Elsie Marian",H
2508,"Henderson, John",H
1268,"Henderson, Nigel",H
1269,"Henderson, William",H
1270,"Henderson-Begg, Liselott",H
14929,"Hendricks, Barkley",H
1271,"Hennell, Thomas",H
1272,"Henri, Robert",H
11037,"Henry, Paul",H
1273,"Hepher, David",H
1274,"Hepworth, Dame Barbara",H
250,"Herbert, J.G.S.",H
251,"Herbert, John Rogers",H
1275,"Herbin, Auguste",H
2593,"Herman, Andrew",H
1276,"Herman, Josef",H
1277,"Hermes, Gertrude",H
10094,"Hernandez, Anthony",H
7310,"Herold, Georg",H
1278,"Heron, Patrick",H
6003,"Herrera, Arturo",H
9101,"Herrera, Carmen",H
1279,"Herring, Ed",H
252,"Herring, John Frederick",H
253,"Herring, John Frederick, Junior",H
13108,"Hershman, Lynn",H
12045,"Hervé, Lucien",H
3819,"Herwijck, Stephen",H
1280,"Hesse, Eva",H
1281,"Heyboer, Anton",H
254,"Hickey, Thomas",H
255,"Hicks, George Elgar",H
1282,"Hicks, Philip",H
1283,"Hide, Peter",H
2762,"Higgs, Matthew",H
2259,Highmore,H
256,"Highmore, Joseph",H
257,"Hilditch, Richard H.",H
1284,"Hill, Anthony",H
1285,"Hill, Derek",H
2376,"Hill, Gary",H
258,"Hill, John",H
1286,"Hiller, Susan",H
1287,"Hilliard, John",H
259,"Hilliard, Nicholas",H
1288,"Hillier, Tristram",H
260,"Hills, Robert",H
1289,"Hilton, Roger",H
261,"Hilton, William, the Younger",H
2356,"Himid, Lubaina",H
9519,"Hincks, Gary",H
9074,"Hine, Lewis",H
7255,"Hiorns, Roger",H
15975,"Hirata, Minoru",H
6254,"Hirschhorn, Thomas",H
2308,"Hirst, Damien",H
1290,"Hirst, Derek",H
1291,"Hitchens, Ivon",H
12497,"Hlobo, Nicholas",H
2559,"Hoare, Prince",H
2509,"Hoare, Sir Richard Colt",H
262,"Hoare, William",H
1292,"Hobbs, Peter",H
1293,"Hockney, David",H
7335,"Hodges, Jim",H
263,"Hodges, William",H
1294,"Hodgkin, Eliot",H
1295,"Hodgkin, Howard",H
1296,"Hodgkins, Frances",H
5119,"Höfer, Candida",H
264,"Hofland, Thomas Christopher",H
1297,"Hoflehner, Rudolf",H
1298,"Hofmann, Hans",H
1299,"Hogarth, Paul",H
265,"Hogarth, William",H
1300,"Hokanson, Lars",H
266,"Holbein, Hans, the Younger",H
1301,"Holden, Cliff",H
3178,"Holdsworth, Dan",H
267,"Holl, Frank",H
1302,"Holland, Harry",H
268,"Holland, James",H
6253,"Höller, Carsten",H
269,"Holloway, Charles Edward",H
1303,"Hollweg, Alexander",H
270,"Holman, Francis",H
1304,"Holmes, Sir Charles John",H
271,"Holmes, Sir Richard Rivington",H
1305,"Holroyd, Sir Charles",H
572,"Holst, Theodor von",H
1306,"Holt, Lilian",H
272,"Holworthy, James",H
15525,"Holyhead, Robert",H
1307,"Holzer, Jenny",H
1308,"Hone, Evie",H
273,"Hone, Nathaniel",H
274,"Hone, Nathaniel",H
2510,"Hook, Dr Richard",H
275,"Hook, James Clarke",H
276,"Hoppner, John",H
12116,"Hopton, Georgie",H
2193,"Hopwood, Henry Silkstone",H
17201,"Hore, Somnath",H
14423,"Hori, Fusao",H
2269,"Horn, Rebecca",H
2402,"Horn, Roni",H
1309,"Hornel, Edward Atkinson",H
2318,"Horsfield, Craigie",H
277,"Horsley, John Callcott",H
1310,"Horton, Percy",H
1311,"Hoskin, John",H
278,"Houghton, Arthur Boyd",H
1312,"House, Gordon",H
1314,"Houshiary, Shirazeh",H
1313,"Housman, Laurence",H
1315,"Houthuesen, Albert",H
1316,"How, Beatrice",H
279,"Howard, Henry",H
1317,"Howell, Peter",H
280,"Howitt, Samuel",H
2204,"Howson, Peter",H
1318,"Hoyland, John",H
1319,"Hubbard, John",H
2303,"Hubert, Edgar",H
3111,"Hudson, Anna Hope",H
281,"Hudson, Thomas",H
1320,"Huebler, Douglas",H
13334,"Huerta, Enrique",H
282,"Huggins, William",H
283,"Hughes, Arthur",H
1321,"Hughes, Malcolm",H
1322,"Hughes, Patrick",H
1323,"Hughes-Stanton, Blair",H
1324,"Hughes-Stanton, Sir Herbert",H
8146,"Hugo, Valentine",H
2605,"Hugonin, James",H
2391,"Hulbert, Thelma",H
14367,"Hulusi, Mustafa",H
2403,"Hume, Gary",H
284,"Humphry, Ozias",H
13685,"Huner, Emre",H
285,"Hunt, Alfred William",H
3284,"Hunt, Kay",H
1325,"Hunt, Walter",H
286,"Hunt, William Henry",H
287,"Hunt, William Holman",H
288,"Hunter, Colin",H
1327,"Hunter, Leslie",H
289,"Hurlstone, Frederick Yeates",H
1328,"Hurry, Leslie",H
290,"Huskisson, Robert",H
2431,"Hussey, Giles",H
1329,"Hutchinson, Louise",H
1330,"Hutton, Clarke",H
9638,"Huws, Bethan",H
1331,"Huxley, Paul",H
5463,"Huyghe, Pierre",H
291,"Huysmans, Jacob",H
292,"Ibbetson, Julius Caesar",I
8673,"Iglesias, Cristina",I
1332,"Illes, Arpad",I
1333,"Immendorff, Jörg",I
1334,"Ince, Evelyn",I
2432,"Ince, Joseph Murray",I
293,"Inchbold, John William",I
2382,"Indiana, Robert",I
1335,"Inlander, Henry",I
2379,"Innes, Callum",I
1336,"Innes, James Dickson",I
1337,"Inshaw, David",I
1338,International Local,I
4561,Inventory,I
1339,"Ipoustéguy, Jean",I
1340,"Ireland, Geoffrey",I
1341,"Ironside, Robin",I
1342,"Irvin, Albert",I
10747,"Irvine, Jaki",I
1343,"Irwin, Gwyther",I
10089,"Islam, Runa",I
2345,Italian or German (?) School 17th century,I
5741,"Ivanov, Sergei",I
7504,"Ivekovic, Sanja",I
8378,"Jaar, Alfredo",J
1344,"Jack, Richard",J
1345,"Jacklin, Bill",J
1346,"Jackson, Alexander Young",J
1347,"Jackson, Arthur",J
1348,"Jackson, F. Ernest",J
294,"Jackson, Gilbert",J
295,"Jackson, John",J
11954,"Jackson, Melanie",J
2433,"Jackson, Samuel Phillips",J
1349,"Jacobs, Janice",J
1350,"Jacovleff, Alexandre",J
1351,"Jagger, Charles Sargeant",J
1352,"James, A. Gosset",J
1353,"Jamieson, Alexander",J
14955,"Janas, Piotr",J
1354,"Janecek, Ota",J
6880,"Jankowski, Christian",J
2235,"Janowich, Ron",J
1355,"Jansen, Angela",J
2286,"Janssen, Horst",J
4779,"Jantjes, Gavin",J
1356,"Japp, Darsie",J
1357,"Jaray, Tess",J
2327,"Jarman, Derek",J
18265,"Jayasankar, KP",J
16444,"Jeanneret, Pierre",J
2434,"Jefferys, James",J
1358,"Jemec, Andrej",J
1359,"Jenkins, Paul",J
2779,"Jenney, Neil",J
1360,"Jennings, Humphrey",J
296,"Jennings, William George",J
2275,"Jensen, Bill",J
10804,"Jensen, Sergej",J
1361,"Jesih, Boris",J
14318,Jess,J
1362,"John, Augustus, OM",J
1363,"John, Gwen",J
3083,"John, Richard Johnny",J
1364,"John, Sir William Goscombe",J
1365,"Johns, Jasper",J
1366,"Johnson, Ben",J
298,"Johnson, Charles Edward",J
297,"Johnson, Cornelius",J
299,"Johnson, James",J
16660,"Johnson, Ray",J
4721,"Johnson, Thomas",J
1367,"Johnstone, William",J
7726,"Jonas, Joan",J
1368,"Jones, Allen",J
1369,"Jones, Barbara",J
1370,"Jones, David",J
1371,"Jones, Fred Cecil",J
2776,"Jones, Gareth",J
300,"Jones, George",J
1372,"Jones, Harold",J
2682,"Jones, Sarah",J
1373,"Jones, Stanley",J
301,"Jones, Thomas",J
2221,"Jones, William",J
11551,"Jones, Zebedee",J
1374,"Jonzen, Karin",J
13897,"Joreige, Lamia",J
1375,"Jorn, Asger",J
1376,"Joseph, Lily D.",J
1377,"Joseph, Peter",J
11821,"Joseph, Pierre",J
302,"Joseph, Samuel",J
10599,"Joy, John",J
10598,"Joy, William",J
12046,"Joyce, Paul",J
1378,"Judd, Donald",J
4019,"Julien, Isaac",J
9484,"Jungen, Brian",J
1379,"Jungman, Nico",J
7637,"Just, Jesper",J
3092,K.O.S.,K
3464,"Kabakov, Emilia",K
1380,"Kadishman, Menashe",K
1381,"Kahn, Erich",K
2621,"Kaisermann, Franz",K
1382,"Kandinsky, Wassily",K
7631,"Kane, Alan",K
1383,"Kanovitz, Howard",K
18243,"Kanwar, Amar",K
1384,"Kapoor, Anish",K
15930,"Karamustafa, Gulsun",K
2734,"Karshan, Linda",K
1386,"Katz, Alex",K
1387,"Kauffman, Craig",K
303,"Kauffmann, Angelica",K
1388,"Kaufmann, Isidor",K
1389,"Kavanagh, John F.",K
12834,"Kawara, On",K
2701,"Kay, Emma",K
16495,"Keen, Jeff",K
304,"Keene, Charles Samuel",K
1390,"Keeping, Charles",K
305,"Keirincx, Alexander",K
6782,"Kelley, Mike",K
1391,"Kelly, Ellsworth",K
1392,"Kelly, Felix",K
1393,"Kelly, Francis",K
1395,"Kelly, Mary",K
1394,"Kelly, Sir Gerald",K
9590,"Kelm, Annette",K
1396,"Kemeny, Zoltan",K
1397,"Kemp-Welch, Lucy",K
10184,"Kennard, Peter",K
1398,"Kennet, Lady",K
1399,"Kennington, Eric",K
306,"Kennington, Thomas Benjamin",K
1400,"Kenny, Michael",K
2680,"Kentridge, William",K
307,"Kerr, Charles Henry Malcolm",K
7945,"Kerrich, Thomas",K
1401,"Kerr-Lawson, James",K
1402,"Kessell, Mary",K
1403,"Kestelman, Morris",K
308,"Kettle, Tilly",K
1404,"Key, Joan",K
2406,"Khakhar, Bhupen",K
14889,"Kher, Bharti",K
6589,"Kiaer, Ian",K
5676,"Kibardin, Georgii",K
1405,"Kidner, Michael",K
1406,"Kiefer, Anselm",K
3068,"Kienholz, Edward",K
1407,"Kiff, Ken",K
2788,"Kilpper, Thomas",K
1408,"Kindersley, David",K
1409,"King, Cecil",K
1410,"King, Jeremy",K
309,"King, John Henry Yeend",K
1411,"King, Phillip",K
1412,"King, Ronald",K
2763,"King, Scott",K
1413,"Kinley, Peter",K
2435,"Kinnard, W.",K
6711,"Kippenberger, Martin",K
1414,"Kirchner, Ernst Ludwig",K
1415,"Kirk, Eve",K
2238,"Kirkeby, Per",K
16033,"Kitadai, Shozo",K
1416,"Kitaj, R.B.",K
1417,"Klee, Paul",K
2210,"Klein, Astrid",K
2764,"Klein, Jochen",K
1418,"Klein, Yves",K
1419,"Kline, Franz",K
1420,"Klinghoffer, Clara",K
689,"Klossowski de Rola, Balthus",K
5677,"Klutsis, Gustav",K
1422,"Kneale, Bryan",K
310,"Kneller, Sir Godfrey",K
311,"Knight, Charles Parsons",K
1424,"Knight, Dame Laura",K
1423,"Knight, Harold",K
313,"Knight, John Baverstock",K
314,"Knight, John Prescott",K
312,"Knight, John William Buxton",K
315,"Knight, Joseph",K
1425,"Knights, Winifred",K
1426,"Knowles, Justin",K
1427,"Koch, Eleanor",K
17121,"Kochergin, Nikolai",K
1428,"Koenig, Ghisha",K
