id,accession_number,artist,artistId,title,dateText,creditLine,year,dimensions,width,height,depth,units,inscription,thumbnailUrl
93181,AR00355,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 128 x 129 mm,128,129,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00355_8.jpg
93182,AR00356,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 144 x 146 mm,144,146,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00356_8.jpg
93183,AR00357,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 140 x 140 mm,140,140,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00357_8.jpg
93184,AR00358,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 156 x 156 mm,156,156,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00358_8.jpg
93185,AR00359,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 109 x 109 mm,109,109,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00359_8.jpg
93186,AR00360,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 143 x 144 mm,143,144,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00360_8.jpg
93187,AR00361,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 135 x 133 mm,135,133,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00361_8.jpg
93188,AR00362,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 98 x 105 mm,98,105,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00362_8.jpg
93189,AR00363,"Woodman, Francesca",10512,Untitled,1975-80,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1975,image: 152 x 152 mm,152,152,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00363_8.jpg
93190,AR00364,"Woodman, Francesca",10512,Untitled (FW crouching behind umbrella),c.1980,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",1980,image: 171 x 165 mm,171,165,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00364_8.jpg
99002,AR00365,"Warhol, Andy",2121,Andy Warhol's Dracula,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,support: 724 x 512 mm,724,512,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00365_8.jpg
99003,AR00366,"Warhol, Andy",2121,Any Warhol's Dracula,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 724 x 512 mm
frame: 794 x 582 x 38 mm",724,512,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00366_8.jpg
99004,AR00367,"Warhol, Andy",2121,"Pistolas, Cuchillos, Cruces",,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 588 x 654 mm
frame: 657 x 721 x 38 mm",588,654,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00367_8.jpg
99005,AR00368,"Warhol, Andy",2121,WOMEN IN REVOLT!,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 1040 x 686 mm
frame: 1121 x 765 x 38 mm",1040,686,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00368_8.jpg
99006,AR00369,"Warhol, Andy",2121,Fur die Grunen,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 1005 x 745 mm
frame: 1090 x 830 x 38 mm",1005,745,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00369_8.jpg
99007,AR00370,"Warhol, Andy",2121,Andy Warhol - Fur die Grunen,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,support: 1009 x 769 mm,1009,769,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00370_8.jpg
99008,AR00371,"Warhol, Andy",2121,Andy Warhol presents: HEAT,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 1040 x 685 mm
frame: 1122 x 766 x 38 mm",1040,685,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00371_8.jpg
99009,AR00372,"Warhol, Andy",2121,Joe Dallesandro and Sylvia Miles in HEAT,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 1040 x 710 mm
frame: 1120 x 790 x 38 mm",1040,710,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00372_8.jpg
99010,AR00373,"Warhol, Andy",2121,Querelle,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 1001 x 679 mm
frame: 1082 x 760 x 38 mm",1001,679,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00373_8.jpg
99011,AR00374,"Warhol, Andy",2121,Querelle,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 997 x 699 mm
frame: 1080 x 781 x 38 mm",997,699,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00374_8.jpg
99012,AR00375,"Warhol, Andy",2121,Querelle,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 996 x 688 mm
frame: 1080 x 780 x 38 mm",996,688,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00375_8.jpg
99013,AR00376,"Warhol, Andy",2121,Querelle,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 838 x 953 mm
frame: 920 x 675 x 38 mm",838,953,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00376_8.jpg
99014,AR00377,"Warhol, Andy",2121,Andy Warhol's FLESH,,"ARTIST ROOMS
Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008",,"support: 840 x 591 mm
frame: 905 x 660 x 38 mm",840,591,,mm,,http://www.tate.org.uk/art/images/work/AR/AR00377_8.jpg
