id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,totalWorks
1063,"Erma, Thomas",Male,1939-1964,1939,1964,"Tartu, Eesti","Paris, France",1
1064,"Ernest, John",Male,1922-1994,1922,1994,"Philadelphia, United States","Exeter, United Kingdom",3
1065,"Ernst, Max",Male,1891-1976,1891,1976,"Brühl, Deutschland","Paris, France",9
15851,"Errazuriz, Paz",Female,born 1944,1944,,"Santiago, Chile",,12
1066,Erté,Male,1892-1990,1892,,"Sankt-Peterburg, Rossiya",,15
12043,"Erwitt, Elliot",Male,born 1928,1928,,"Paris, France",,1
13676,"Eskandarfar, Samira",Female,born 1980,1980,,"Tehran, Îran",,1
4831,"Espaliú, Pepe",Male,1955-1993,1955,1993,"Córdoba, España","Córdoba, España",2
14308,"Espinoza, Eugenio",,born 1950,,,,,1
3028,"Essenhigh, Inka",Female,born 1969,1969,,"Pennsylvania, United States",,3
2628,"Essex, Lord",Male,,,,,,1
1067,"Estes, Richard",Male,born 1936,1936,,"Evanston, United States",,2
1068,"Estève, Maurice",Male,1904-2001,1904,,"Cher, France",,2
1069,"Etchells, Frederick",Male,1886-1973,1886,,"Newcastle upon Tyne, United Kingdom",,5
7080,"Ethridge, Roe",Male,born 1969,1969,,"Miami, United States",,3
1070,"Etrog, Sorel",Male,born 1933,1933,,"Iasi, România",,1
172,"Etty, William",Male,1787-1849,1787,1849,"York, United Kingdom","York, United Kingdom",22
1071,"Eurich, Richard",Male,1903-1992,1903,,"Bradford, United Kingdom",,5
1072,"Evans, Garth",Male,born 1934,1934,,"Cheshire, United Kingdom",,10
3246,"Evans, Jason",Male,born 1968,1968,,"Holyhead, United Kingdom",,8
1073,"Evans, Merlyn Oliver",Male,1910-1973,1910,1973,"Cardiff, United Kingdom","London, United Kingdom",10
2224,"Evans, Sebastian",Male,1830-1909,,,,,1
1074,"Eves, Reginald G",Male,1876-1941,1876,1941,"London, United Kingdom","Middleton in Teesdale, United Kingdom",2
12939,"Ewan, Ruth",Female,born 1980,1980,,"Aberdeen, United Kingdom",,1
173,"Eworth, Hans",Male,active 1540-1573,1540,,"Antwerpen, België",,3
6411,"EXPORT, VALIE",Female,born 1940,1940,,Österreich,,4
1075,"Eyton, Anthony",Male,born 1923,1923,,"Gloucestershire, United Kingdom",,3
1076,"Fabro, Luciano",Male,1936-2007,1936,2007,"Torino, Italia","Milano, Italia",8
174,"Faed, Thomas",Male,1826-1900,1826,1900,"Gatehouse of Fleet, United Kingdom","London, United Kingdom",3
175,"Fagan, Robert",Male,c.1745-1816,1745,1816,"London, United Kingdom","Roma, Italia",1
4773,"Fahlström, Öyvind",Male,1928-1976,1928,1976,"São Paulo, Brasil","Stockholm, Sverige",3
2591,"Fairhurst, Angus",Male,1966-2008,1966,2008,"Kent, United Kingdom","Scotland, United Kingdom",30
1077,"Fairweather, Ian",Male,1891-1974,1891,1974,"Bridge of Allan, United Kingdom","Brisbane, Australia",1
1078,"Falkenstein, Claire",Female,1909-1997,1909,,"Coos Bay, United States",,1
1079,"Fantin-Latour, Henri",Male,1836-1904,1836,1904,"Grenoble, France","Basse-Normandie, France",5
176,"Farington, Joseph",Male,1747-1821,1747,1821,"England, United Kingdom","Didsbury, Canada",21
10350,"Farmer, Geoffrey",Male,born 1967,1967,,"Eagle Bay, Canada",,1
177,"Farquharson, David",Male,1839-1907,1839,1907,Perth,"Perth and Kinross, United Kingdom",2
178,"Farquharson, Joseph",Male,1847-1935,1847,1935,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",1
1080,"Farreras, Francisco",Male,born 1927,1927,,"Madrid, España",,1
10200,"Fast, Omer",Male,born 1972,1972,,"Yerushalayim, Yisra'el",,2
1081,"Fautrier, Jean",Male,1898-1964,1898,1964,"Paris, France","Châtenay-Malabry, France",8
1082,"Fazzini, Pericle",Male,1913-1987,1913,1987,"Grottammare, Italia","Roma, Italia",1
1083,"Fearon, Hilda",Female,1878-1917,1878,1917,"Banstead, United Kingdom","London, United Kingdom",1
1084,"Fedden, Mary",Female,1915 - 2012,1915,,"Bristol, United Kingdom",,13
2677,"Federle, Helmut",Male,born 1944,1944,,"Solothurn, Schweiz",,11
1085,"Fehr, Henry C",Male,1867-1940,1867,1940,"London, United Kingdom","London, United Kingdom",1
1086,"Feibusch, Hans",Male,1898-1998,1898,,"Frankfurt an der Oder, Deutschland",,2
13198,"Feiler, Jo",Female,born 1951,1951,,United States,,1
1087,"Feiler, Paul",Male,1918-2013,1918,,"Frankfurt an der Oder, Deutschland",,4
12632,"Feldmann, Hans-Peter",Male,born 1941,1941,,"Düsseldorf, Deutschland",,1
1088,"Fell, Sheila",Female,1931-1979,1931,,"Aspatria, United Kingdom",,3
179,"Ferguson, William Gow",Male,c.1633-1695,1633,1695,"Scotland, United Kingdom","Scotland, United Kingdom",1
1089,"Fergusson, J.D.",Male,1874-1961,1874,1961,"Scotland, United Kingdom",Glasgow,3
180,"Ferneley, John, I",Male,1782-1860,1782,1860,"Leicestershire, United Kingdom",Melton Mowbray,6
181,"Ferneley, John, II",Male,c.1815-1862,1815,1862,"Melton Mowbray, United Kingdom","Manchester, United Kingdom",1
10613,"Ferrari, León",Male,born 1920,1920,,"Buenos Aires, Argentina",,199
2310,"Ferrers, Benjamin",Male,1695-1732,,,,,1
6842,"Ferris, Dee",Female,born 1973,1973,,"Paulton, United Kingdom",,1
1090,"Few, Elsie",Female,1909-1980,1909,,Jamaica,,2
182,"Fielding, Anthony Vandyke Copley",Male,1787-1855,1787,1855,"England, United Kingdom",Worthing,3
2607,"Fielding, Brian",Male,1933-1986,1933,,"Sheffield, United Kingdom",,1
1091,"Fijalkowski, Stanislaw",Male,born 1922,1922,,Polska,,2
183,"Fildes, Sir Luke",Male,1843-1927,1843,1927,"Liverpool, United Kingdom","London, United Kingdom",2
2425,"Finch, Francis Oliver",Male,1802-1862,1802,1862,"London, United Kingdom","London, United Kingdom",2
2255,"Finden, William",Male,1787-1852,1787,1852,"London, United Kingdom","London, United Kingdom",1
1092,"Fine, Lois",Female,born 1931,,,,,1
5287,"Fini, Leonor",Female,1908-1996,1908,1996,"Buenos Aires, Argentina","Paris, France",1
4817,"Finn, Michael",Male,1921-2002,1921,2002,"Addlestone, United Kingdom","Saint Ives, United Kingdom",1
1094,"Finnie, John",Male,born 1935,,,,,1
4745,"Finn-Kelcey, Rose",Female,born 1945,1945,,"Northampton, United Kingdom",,1
2757,"Fischli, Peter",Male,born 1952,1952,,"Zürich, Schweiz",,7
1095,"Fisher, Brian",Male,born 1939,,,,,1
1096,"Fisher, Joel",Male,born 1947,1947,,"Salem, United States",,1
184,"Fisher, Mark",Male,1841-1923,1841,,"Boston, United States",,5
1097,"Fisher, Melton",Male,1859-1939,1859,1939,"London, United Kingdom","Camberley, United Kingdom",1
1098,"Fisher, Roy",Male,born 1930,,,,,5
1099,"Fitton, James",Male,1899-1982,1899,,"Oldham, United Kingdom",,1
185,"Fitzgerald, John Anster",Male,1819-1906,,,,,1
1100,"Flanagan, Barry",Male,1941-2009,1941,,"Prestatyn, United Kingdom",,162
1101,"Flavin, Dan",Male,1933-1996,1933,1996,"Jamaica, United States","Riverhead, United States",5
186,"Flaxman, John",Male,1755-1826,1755,1826,"York, United Kingdom","London, United Kingdom",287
11826,"Fleury, Lili",Female,born 1964,,,,,1
187,"Florence, Mary Sargant",Male,1857-1954,1857,1954,"London, United Kingdom","Twickenham, United Kingdom",3
2761,"Floyer, Ceal",Female,born 1968,1968,,"Karachi, Pakistan",,6
188,"Foley, John Henry",Male,1818-1874,1818,1874,"Dublin, Éire","London, United Kingdom",1
1102,"Fontana, Lucio",Male,1899-1968,1899,,"Rosario, Argentina",,4
1103,"Forain, Jean-Louis",Male,1852-1931,1852,1931,"Reims, France","Chesnay, Le, France",3
189,"Forbes, Elizabeth",Female,1859-1912,1859,1912,"Ottawa, Canada","Newlyn, United Kingdom",1
190,"Forbes, Stanhope Alexander",Male,1857-1947,1857,1947,"Dublin, Éire","Newlyn, United Kingdom",1
1104,"Forbes, Vivian",Female,1891-1937,1891,1937,"London, United Kingdom","London, United Kingdom",1
1105,"Forbes-Robertson, Eric",Male,1865-1935,1865,,"Dumfries, United Kingdom",,1
191,"Ford, Edward Onslow",Male,1852-1901,1852,1901,"London, United Kingdom","London, United Kingdom",4
2733,"Ford, Laura",Female,born 1961,1961,,"Cardiff, United Kingdom",,1
1106,"Ford, Mary",Female,born 1946,,,,,1
2260,"Förg, Günther",Male,born 1952,1952,,"Schwaben, Deutschland",,15
1107,"Forge, Andrew",Male,1923-2002,1923,,"Kent, United Kingdom",,1
10692,"Forsyth, Iain",Male,born 1973,1973,,"Manchester, United Kingdom",,1
11360,"Fosso, Samuel",Male,born 1962,1962,,"Kumba, Cameroun",,11
192,"Foster, Myles Birket",Male,1825-1899,1825,1899,"Tynemouth, United Kingdom","Weybridge, United Kingdom",5
2495,"Foster, William",Male,active 1772-1812,,,,,1
2772,"Fougeron, André",Male,1913-1998,1913,,"Paris, France",,8
9061,"Fowler, Luke",Male,born 1978,1978,,"Glasgow, United Kingdom",,1
1108,"Fox Pitt, Douglas",Male,1864-1922,1864,1922,"London, United Kingdom","Thorpe, United Kingdom",3
3889,"Foxton, Simon",Male,born 1961,,,,,8
1109,"Fraenkel, Elsa",Female,1892-1975,1892,1975,"Bensheim, Deutschland","Bangalore, Bharat",1
1110,"Frampton, Edward Reginald",Male,1872-1923,1872,1923,"London, United Kingdom","Paris, France",1
1112,"Frampton, Meredith",Male,1894-1984,1894,,"London, United Kingdom",,6
1111,"Frampton, Sir George",Male,1860-1928,1860,1928,"London, United Kingdom","London, United Kingdom",2
2565,"Francia, François Louis Thomas",Male,1772-1839,1772,1839,"Calais, France","Calais, France",63
2311,"Francis, Mark",Male,born 1962,1962,,"Newtownards, United Kingdom",,4
1113,"Francis, Sam",Male,1923-1994,1923,1994,"San Mateo, United States","Santa Monica, United States",6
5275,"Frank, Robert",Male,born 1924,1924,,"Zürich, Schweiz",,27
1114,"Frankenthaler, Helen",Female,born 1928,1928,,"New York, United States",,38
193,"Fraser, Alexander",Male,1786-1865,1786,1865,"Edinburgh, United Kingdom","London, United Kingdom",2
9439,"Fraser, Andrea",Female,born 1965,1965,,"Montana, United States",,4
1115,"Fraser, Claud Lovat",Male,1890-1921,1890,,"London, United Kingdom",,3
1116,"Freedman, Barnett",Male,1901-1958,1901,1958,"London, United Kingdom","London, United Kingdom",54
2712,"Freedman, Carl",Male,born 1965,,,,,1
1117,"Freiles, Antonio",Male,born 1943,,,,,3
1118,"Frélaut, Jean",Male,1879-1954,1879,1954,"Grenoble, France","Vannes, France",1
2330,French School 18th century,,1700-1799,,,,,2
2744,French School 19th century,,1800-1899,,,,,1
1119,"Frenkel, Vera",Female,born 1938,1938,,"Bratislava, Slovenská Republika",,1
1120,"Freud, Lucian",Male,1922-2011,1922,2011,"Berlin, Deutschland","London, United Kingdom",26
1121,"Friedenson, Arthur",Male,1872-1955,1872,1955,"Leeds, United Kingdom","Parkstone, United States",1
5293,"Friedlander, Lee",Male,born 1934,1934,,"Aberdeen, United States",,1
1122,"Friend, Ian",Male,born 1951,1951,,"Eastbourne, United Kingdom",,1
1123,"Friesz, Othon",Male,1879-1949,1879,1949,"Le Havre, France","Paris, France",2
1124,"Frink, Dame Elisabeth",Female,1930-1993,1930,1993,"Suffolk, United Kingdom","Dorset, United Kingdom",125
2426,"Fripp, Alfred Downing",Male,1822-1895,1822,1895,"Bristol, United Kingdom","London, United Kingdom",2
2427,"Fripp, George Arthur",Male,1813-1896,,,,,1
194,"Frith, William Powell",Male,1819-1909,1819,1909,"Ripon, United Kingdom","London, United Kingdom",3
2388,"Frize, Bernard",Male,born 1949,1949,,"Saint-Mandé, France",,1
1125,"Frohner, Adolf",Male,1934-2007,1934,2007,"Gross Enzersdorf, Österreich","Wien, Österreich",1
1126,"Frost, Sir Terry",Male,1915-2003,1915,2003,"Royal Leamington Spa, United Kingdom","Hayle, United Kingdom",62
195,"Frost, William Edward",Male,1810-1877,1810,1877,"London, United Kingdom","London, United Kingdom",2
1127,"Froy, Martin",Male,born 1926,1926,,"London, United Kingdom",,3
1128,"Fry, Anthony",Male,born 1927,1927,,"Theydon Bois, United Kingdom",,3
1129,"Fry, Roger",Male,1866-1934,1866,1934,"London, United Kingdom","London, United Kingdom",18
2265,"Frye, Thomas",Male,1710-1762,1710,,Éire,,1
1130,"Fuchs, Emil",Male,1866-1929,1866,1929,"Wien, Österreich","New York, United States",1
17414,"Fukushima, Hideko",Male,1927 - 1997,,,,,1
1131,"Fullard, George",Male,1923-1973,1923,,"Sheffield, United Kingdom",,2
196,"Fuller, Isaac",Male,c.1606-1672,1606,1672,"Greifswald, Deutschland","Dresden, Deutschland",1
1132,"Fuller, Sue",Female,1914 - 2006,1914,,"Pittsburgh, United States",,1
197,"Fulleylove, John",Male,1845-1908,1845,,"Leicester, United Kingdom",,1
1133,"Fulton, Hamish",Male,born 1946,1946,,"London, United Kingdom",,34
13623,"Furlong, William",Male,born 1944,1944,,"Woking, United Kingdom",,2
1134,"Furse, Charles Wellington",Male,1868-1904,1868,1904,"Staines, United Kingdom","Camberley, United Kingdom",4
198,"Fuseli, Henry",Male,1741-1825,1741,1825,"Zürich, Schweiz","London, United Kingdom",12
1135,"Fussell, Michael",Male,1927-1974,1927,,"Southampton, United Kingdom",,1
1136,"Fyzee-Rahamin, Samuel",Male,1880-1964,1880,1964,"Pune, Bharat","Karachi, Pakistan",2
8313,"Gaba, Meschac",Male,born 1961,1961,,"Cotonou, Bénin",,12
2790,"Gabie, Neville",Male,born 1959,1959,,"Johannesburg, South Africa",,24
1137,"Gabo, Naum",Male,1890-1977,1890,1977,"Klimovichi, Belarus","Waterbury, United States",132
199,"Gainsborough, Thomas",Male,1727-1788,1727,1788,"Sudbury, United Kingdom","London, United Kingdom",159
200,"Gale, William",Male,1823-1909,1823,,"London, United Kingdom",,1
2658,"Gallaccio, Anya",Female,born 1963,1963,,"Glasgow, United Kingdom",,5
9553,"Gallagher, Ellen",Female,born 1965,1965,,"Providence, United States",,6
16522,"Gallizio, Pinot",Male,1902-1964,1902,1964,"Alba, Italia","Alba, Italia",1
11460,"Gamarra, Sandra",Female,born 1972,1972,,"Lima, Perú",,2
9102,"Gander, Ryan",Male,born 1976,1976,,"Chester, United Kingdom",,2
6876,"Garaicoa, Carlos",Male,born 1967,1967,,"La Habana, Cuba",,2
1139,"Garbe, Richard",Male,1876-1957,1876,1957,"Hackney, United Kingdom","Westscott, United Kingdom",3
10370,"Garcia Torres, Mario",Male,born 1975,1975,,"Monclova, México",,1
1140,"Gardiner, Clive",Male,1891-1960,1891,,"Blackburn, United Kingdom",,1
201,"Gardner, Daniel",Male,1750-1805,1750,1805,"Kendal, United Kingdom","London, United Kingdom",2
1141,"Garet, Jedd",Male,born 1955,1955,,"Los Angeles, United States",,1
202,"Garrard, George",Male,1760-1826,1760,1826,"London, United Kingdom","London, United Kingdom",6
203,"Garstin, Norman",Male,1847-1926,1847,1926,"Clare, Éire","Penzance, United Kingdom",4
1142,"Gascoyne, David",Male,1916-2001,1916,2001,"Harrow, United Kingdom","Newport, United Kingdom",1
2696,"Gaskell, Anna",Female,born 1969,1969,,"Iowa, United States",,3
204,"Gastineau, Henry",Male,1791-1876,,,,,3
1143,"Gaudier-Brzeska, Henri",Male,1891-1915,1891,1915,"Saint-Jean-de-Braye, France","Pas-de-Calais, France",60
1144,"Gauguin, Paul",Male,1848-1903,1848,1903,"Paris, France",Atuona,4
1145,"Gauld, Peter",Male,1925 -1989,,,,,4
1146,"Gear, William",Male,1915-1997,1915,,"Methil, United Kingdom",,8
205,"Geddes, Andrew",Male,1783-1844,1783,1844,"Edinburgh, United Kingdom","London, United Kingdom",6
1147,"Geden, Dennis",Male,born 1944,1944,,"North Bay, Canada",,4
11852,Gego (Gertrud Goldschmidt),Female,1912-1994,1912,1994,"Hamburg, Deutschland","Caracas, Venezuela",2
2428,"Geikie, Walter",Male,1795-1837,1795,1837,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",3
2352,"Gennari, Benedetto",Male,1633-1715,1633,1715,"Cento, Italia","Bologna, Italia",1
2552,"Gent, G.W.",,exhibited 1804-1822,,,,,1
1148,"Gentleman, David",Male,born 1930,1930,,"London, United Kingdom",,46
1149,"Gentleman, Tom",Male,1882-1966,,,,,1
10435,"Genzken, Isa",Female,born 1948,1948,,"Bad Oldesloe, Deutschland",,1
1150,"Geoffrey, Iqbal",Male,born 1939,1939,,"Chiniot, Pakistan",,1
1151,"George, Patrick",Male,born 1923,1923,,"Manchester, United Kingdom",,3
1152,"George, Thomas",Male,born 1918,1918,,"New York, United States",,1
6642,"Gerasimovich, Josif",,,,,,,1
1153,"Gere, Charles M.",Male,1869-1957,1869,1957,"Gloucester, United Kingdom","Gloucester, United Kingdom",2
1154,"Gere, Margaret",Female,1878-1965,1878,,"Warwickshire, United Kingdom",,1
1155,"Gerrard, A.H.",Male,1899-1998,1899,1998,"Hartford, United Kingdom","Kent, United Kingdom",1
2290,"Gerrard, Kathleen",Female,1894-1970,,,,,1
4643,"Gersht, Ori",Male,born 1967,1967,,"Tel Aviv, Mehoz, Yisra'el",,1
2781,"Gershuni, Moshe",Male,born 1936,1936,,"Tel Aviv, Mehoz, Yisra'el",,2
1156,"Gertler, Mark",Male,1891-1939,1891,1939,"Spitalfields, United Kingdom","London, United Kingdom",13
1157,"Gethin, Percy Francis",Male,1874-1916,1874,,"Sligo, Éire",,3
206,"Gheeraerts, Marcus, II",Male,1561 or 2-1636,1561,1636,"Brugge, België","London, United Kingdom",6
1158,"Ghika, Nicolas",Male,1906-1994,1906,1994,"Athínai, Ellás","Athínai, Ellás",1
1159,"Giacometti, Alberto",Male,1901-1966,1901,1966,"Borgonovo Val Tidone, Italia","Genève, Schweiz",21
1160,"Giardelli, Arthur",Male,1911-2009,1911,2009,"London, United Kingdom","Haverfordwest, United Kingdom",1
1161,"Gibb, Phelan",Male,1870-1948,1870,1948,"Alnwick, United Kingdom","Buckinghamshire, United Kingdom",1
2218,"Gibbons, John",Male,born 1949,1949,,Éire,,2
1162,"Gibbs, Evelyn",Female,1905 - 1991,1905,,"Liverpool, United Kingdom",,4
2737,"Gibbs, Ewan",Male,born 1973,1973,,"London, United Kingdom",,2
2329,"Gibbs, Henry",Male,1631-1713,,,,,1
207,"Gibson, John",Male,1790-1866,1790,,"Wales, United Kingdom",,2
13199,"Gidal, Tim",Male,1909-1996,1909,1996,"München, Deutschland","Yerushalayim, Yisra'el",1
1163,Gilbert & George,Male,"born 1943, born 1942",,,,,27
1164,"Gilbert, Charles Web",Male,1867-1925,1867,1925,"Victoria, Australia",Melbourne,1
208,"Gilbert, Sir Alfred",Male,1854-1934,1854,1934,"London, United Kingdom","London, United Kingdom",12
209,"Gilbert, Sir John",Male,1817-1897,1817,1897,"Blackheath, United Kingdom","Blackheath, United Kingdom",6
1165,"Gilbert, Stephen",Male,1910-2007,1910,,"Fife, United Kingdom",,7
1166,"Gilioli, Emile",Male,1911-1977,1911,,"Paris, France",,1
210,"Gill, Charles",Male,1742-after 1828,,,,,1
1167,"Gill, Colin",Male,1892-1940,1892,1940,"Kent, United Kingdom","Johannesburg, South Africa",1
1168,"Gill, Eric",Male,1882-1940,1882,1940,"Brighton, United Kingdom","London, United Kingdom",128
1169,"Gill, Macdonald",Male,1884-1947,1884,1947,"Brighton, United Kingdom","London, United Kingdom",1
9404,"Gill, Simryn",Female,born 1959,1959,,Singapore,,1
1170,"Gilliam, Sam",Male,born 1933,1933,,"Tupelo, United States",,1
2592,"Gillick, Liam",Male,born 1964,1964,,"Aylesbury, United Kingdom",,6
1171,"Gillies, Sir William",Male,1898-1973,1898,,"Haddington, United Kingdom",,5
2739,"Gillray, James",Male,1757-1815,1757,1815,"London, United Kingdom","London, United Kingdom",4
1172,"Gilman, Harold",Male,1876-1919,1876,1919,"Somerset, United Kingdom","London, United Kingdom",12
2496,"Gilpin, Rev. William",Male,1724-1804,,1804,,"Hampshire, United Kingdom",10
2578,"Gilpin, Sawrey",Male,1733-1807,1733,1807,"Carlisle, United Kingdom","Greater London, United Kingdom",7
1173,"Ginesi, Edna",Female,1902-2000,1902,,"Leeds, United Kingdom",,2
1174,"Ginger, Phyllis",Female,1907-2005,1907,2005,"Surrey, United Kingdom","Kew, United Kingdom",1
1175,"Ginner, Charles",Male,1878-1952,1878,1952,"Cannes, France","London, United Kingdom",11
1176,"Giobbi, Edward",Male,born 1926,1926,,"Waterbury, United States",,1
211,"Girtin, Thomas",Male,1775-1802,1775,1802,"London, United Kingdom","London, United Kingdom",263
1177,"Gleichen, Feodora",Female,1861-1922,1861,1922,"London, United Kingdom","London, United Kingdom",1
1178,"Gleizes, Albert",Male,1881-1953,1881,1953,"Paris, France","Avignon, France",2
1179,"Glendening, Alfred",Male,1861-1907,1861,1907,"Kent, United Kingdom","Essex, United Kingdom",1
